sentence_index|sentence|phrase ids|sentiment values
8223|Some decent actors inflict big damage upon their reputations .|148726.0|0.29167
7298|Laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters .|147063.0|0.26389
3467|The film is about the relationships rather than about the outcome .|69553.0|0.5
10069|It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .|185323.0|0.125
3650|Confessions is without a doubt a memorable directorial debut from King Hunk .|64786.0|0.76389
9608|It 's just plain boring .|185136.0|0.45833
8168|A trite psychological thriller designed to keep the audience guessing and guessing -- which is not to be confused with suspecting -- until it comes time to wrap things up and send the viewers home .|143403.0|0.48611000000000004
1811|Try Hell House , which documents the cautionary Christian spook-a-rama of the same name .|47479.0|0.48611000000000004
7827|It showcases Carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff .|146741.0|0.22221999999999997
10088|Stress ` dumb . '|225984.0|0.27778
7155|The Santa Clause 2 's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry .|149145.0|0.34722
7798|As ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting .|143885.0|0.18056
4469|An unflinching look at the world 's dispossessed .|63966.0|0.56944
2159|A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .|44038.0|0.70833
7380|Full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny|145520.0|0.41667
3700|A modestly made but profoundly moving documentary .|63191.0|0.88889
163|Tim Allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .|14551.0|0.86111
11361|Enchanted with low-life tragedy and liberally seasoned with emotional outbursts ... What is sorely missing , however , is the edge of wild , lunatic invention that we associate with Cage 's best acting .|183672.0|0.40278
684|This is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .|26981.0|0.81944
789|The Hours makes you examine your own life in much the same way its characters do , and the experience is profound .|226118.0|0.77778
7027|... there 's a choppy , surface-effect feeling to the whole enterprise .|142816.0|0.22221999999999997
9419|No new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .|186392.0|0.27778
3639|It may not be as cutting , as witty or as true as back in the glory days of Weekend and Two or Three Things I Know About Her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?|224368.0|0.55556
10402|` Would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ? '|190001.0|0.59722
1621|What distinguishes Time of Favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .|47598.0|0.72222
399|... the gentle melding of drama and comedy makes `` What Time Is It There ? ''|221841.0|0.48611000000000004
8767|All ends well , sort of , but the frenzied comic moments never click .|143603.0|0.33333
8232|A soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title .|143351.0|0.22221999999999997
7579|The film 's essentially over by the meet-cute .|149373.0|0.58333
11669|Poignant and funny .|225477.0|0.77778
7106|Goes on and on to the point of nausea .|145616.0|0.23611
2871|While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .|70880.0|0.86111
45|Much of the way , though , this is a refreshingly novel ride .|225062.0|0.81944
10503|lazily and glumly settles into a most traditional , reserved kind of filmmaking .|233334.0|0.23611
2143|The film sparkles with the the wisdom and humor of its subjects .|47090.0|0.88889
11084|An ugly , revolting movie .|182440.0|0.30556
5016|This is a gorgeous film - vivid with color , music and life .|226647.0|0.93056
595|Having never been a huge fan of Dickens ' 800-page novel , it surprised me how much pleasure I had watching McGrath 's version .|25499.0|0.80556
3737|The filmmakers wisely decided to let Crocodile Hunter Steve Irwin do what he does best , and fashion a story around him .|69598.0|0.65278
366|Even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of Vardalos ' humor , which transcends ethnic boundaries .|223263.0|0.77778
2233|Gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet 's mouth .|45404.0|0.47222
1162|While the stoically delivered hokum of Hart 's War is never fun , it 's still a worthy addition to the growing canon of post-Saving Private Ryan tributes to the greatest generation .|27229.0|0.59722
670|What `` Empire '' lacks in depth it makes up for with its heart .|227043.0|0.73611
2620|As animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .|64080.0|0.70833
2938|Your response to its new sequel , Analyze That , may hinge on what you thought of the first film .|71173.0|0.51389
4670|It 's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon .|106953.0|0.56944
11632|A modest masterpiece .|222058.0|0.70833
11053|This u-boat does n't have a captain .|189098.0|0.38889
1567|Writer-director 's Mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .|47695.0|0.8333299999999999
4922|A lot smarter than your average Bond .|103683.0|0.66667
2552|A photographic marvel of sorts , and it 's certainly an invaluable record of that special fishy community .|63239.0|0.76389
11642|Fun and nimble .|223445.0|0.81944
1809|The humor and humanity of Monsoon Wedding are in perfect balance .|47119.0|0.65278
5260|Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .|105131.0|0.68056
189|Ranks among Willams ' best screen work .|14389.0|0.93056
10904|Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .|186743.0|0.069444
8983|Murder and mayhem of this sort quickly becomes monotonous .|147568.0|0.25
2527|A special kind of movie , this melancholic film noir reminded me a lot of Memento ...|63411.0|0.9027799999999999
11413|The very simple story seems too simple and the working out of the plot almost arbitrary .|188763.0|0.19444
586|The inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .|26839.0|0.88889
6634|The most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine .|109981.0|0.31944
3573|A funny and touching film that is gorgeously acted by a British cast to rival Gosford Park 's .|63062.0|0.8472200000000001
7736|What is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .|150830.0|0.11110999999999999
1847|Not everyone will welcome or accept The Trials of Henry Kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .|46354.0|0.65278
10314|These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .|188908.0|0.22221999999999997
5443|Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .|107400.0|0.9027799999999999
2561|The Ring is worth a look , if you do n't demand much more than a few cheap thrills from your Halloween entertainment .|69349.0|0.47222
1627|So , too , is this comedy about mild culture clashing in today 's New Delhi .|225827.0|0.65278
3501|More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .|67614.0|0.65278
10067|For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .|183964.0|0.23611
5328|He has improved upon the first and taken it a step further , richer and deeper .|106198.0|0.75
2520|Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .|68208.0|0.59722
11270|A good-looking but ultimately pointless political thriller with plenty of action and almost no substance .|181718.0|0.51389
8662|Abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .|143467.0|0.097222
1926|The movie is well done , but slow .|47179.0|0.38889
10930|A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC .|181743.0|0.26389
2933|This is a stunning film , a one-of-a-kind tour de force .|70219.0|0.88889
3170|In fact , it 's quite fun in places .|224015.0|0.76389
5272|Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .|108364.0|0.86111
3583|This is not an easy film .|70254.0|0.38889
6006|This is amusing for about three minutes .|110493.0|0.54167
2066|Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .|47515.0|0.94444
5539|The film is a blunt indictment , part of a perhaps surreal campaign to bring Kissinger to trial for crimes against humanity .|109805.0|0.59722
5037|May not be a breakthrough in filmmaking , but it is unwavering and arresting .|107664.0|0.61111
11820|A major waste ... generic .|222049.0|0.16667
10024|brought to life on the big screen .|229479.0|0.77778
7277|Thumbs down .|226746.0|0.097222
7440|Almost gags on its own gore .|143645.0|0.15278
2881|Few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as Nesbitt 's Cooper looks when the bullets stop flying .|65524.0|0.75
4304|An intelligent romantic thriller of a very old-school kind of quality .|63918.0|0.76389
3614|Poignant Japanese epic about adolescent anomie and heartbreak .|68240.0|0.75
1873|S1M0NE 's satire is not subtle , but it is effective .|46665.0|0.66667
7192|This one is a few bits funnier than Malle 's dud , if only because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks .|150283.0|0.63889
11117|Such a premise is ripe for all manner of lunacy , but Kaufman and Gondry rarely seem sure of where it should go .|187617.0|0.36111
10643|It all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television .|185241.0|0.27778
920|Evokes a little of the fear that parents have for the possible futures of their children -- and the sometimes bad choices mothers and fathers make in the interests of doing them good .|25268.0|0.65278
5871|There 's nothing to gain from watching They .|110326.0|0.11110999999999999
7933|This one 's weaker than most .|150281.0|0.19444
6107|Plotless collection of moronic stunts is by far the worst movie of the year .|108420.0|0.013888999999999999
6906|Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...|145061.0|0.38889
65|A pleasant enough movie , held together by skilled ensemble actors .|13788.0|0.66667
4656|Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want .|108371.0|0.875
9290|This is an action movie with an action icon who 's been all but decommissioned .|188994.0|0.29167
5276|Its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .|107102.0|0.61111
8529|Ben Affleck as Jack Ryan , Tom Clancy 's intrepid hero ?|222584.0|0.44443999999999995
11406|The satire is just too easy to be genuinely satisfying .|188621.0|0.29167
3420|A rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd .|63305.0|0.80556
1491|... a fun little timewaster , helped especially by the cool presence of Jean Reno .|43848.0|0.65278
4309|It 's still Adam Sandler , and it 's not Little Nicky .|224244.0|0.45833
5771|is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .|232731.0|0.083333
11523|The attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .|187954.0|0.15278
10139|Phoned-in business as usual .|186687.0|0.375
4117|Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .|65537.0|0.9166700000000001
10665|The locale ... remains far more interesting than the story at hand .|188318.0|0.375
7335|If there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .|146204.0|0.125
9185|It does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .|185271.0|0.26389
2454|The mood , look and tone of the film fit the incredible storyline to a T.|226330.0|0.70833
9977|Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .|185784.0|0.18056
7707|Dull , lifeless , and amateurishly assembled .|145004.0|0.125
9827|What could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .|189575.0|0.44443999999999995
9407|A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .|221931.0|0.19444
659|Sometimes , that 's enough .|225898.0|0.44443999999999995
538|A byzantine melodrama that stimulates the higher brain functions as well as the libido .|24283.0|0.70833
1908|A first-class road movie that proves you can run away from home , but your ego and all your problems go with you .|44077.0|0.88889
5633|A fresh , entertaining comedy that looks at relationships minus traditional gender roles .|103596.0|0.81944
11825|A lame comedy .|222035.0|0.055555999999999994
50|A real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know .|13790.0|0.77778
8289|This is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .|150221.0|0.23611
7474|Whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .|150795.0|0.18056
3429|It is an unstinting look at a collaboration between damaged people that may or may not qual|66734.0|0.70833
339|Here , thankfully , they are .|223635.0|0.58333
2258|Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .|68988.0|0.93056
1706|By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .|44820.0|0.23611
4182|Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .|68775.0|0.81944
496|As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .|222459.0|0.69444
11373|Far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .|183881.0|0.58333
4932|The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .|109837.0|0.58333
6522|Watching Queen of the Damned is like reading a research paper , with special effects tossed in .|110954.0|0.27778
1943|Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .|45867.0|0.66667
11276|` Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .|189976.0|0.083333
6628|Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .|226835.0|0.27778
9453|Plods along , minus the twisted humor and eye-popping visuals that have made Miike ... a cult hero .|186719.0|0.56944
11425|You have no affinity for most of the characters .|227294.0|0.15278
904|A richly imagined and admirably mature work from a gifted director who definitely has something on his mind .|24448.0|0.875
4877|It 's a rollicking adventure for you and all your mateys , regardless of their ages .|106814.0|0.8333299999999999
11452|It 's a big idea , but the film itself is small and shriveled .|185006.0|0.22221999999999997
10675|Appropriately cynical social commentary aside , # 9 never quite ignites .|182539.0|0.38889
1870|A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .|44153.0|0.625
10629|Feels slight , as if it were an extended short , albeit one made by the smartest kids in class .|183908.0|0.41667
7032|ending .|230511.0|0.5
9705|Every visual joke is milked , every set-up obvious and lengthy , every punchline predictable .|223292.0|0.38889
1723|Familiar but utterly delightful .|45212.0|0.63889
6279|There 's nothing remotely topical or sexy here .|110325.0|0.20833000000000002
2222|I liked About Schmidt a lot , but I have a feeling that I would have liked it much more if Harry & Tonto never existed .|45587.0|0.61111
9164|A cheap scam put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .|181558.0|0.0
8904|But what saves lives on the freeway does not necessarily make for persuasive viewing .|222836.0|0.33333
4701|It will break your heart many times over .|107077.0|0.58333
9942|Has the marks of a septuagenarian ; it 's a crusty treatment of a clever gimmick .|184347.0|0.47222
7789|Every time you look , Sweet Home Alabama is taking another bummer of a wrong turn .|145209.0|0.30556
1834|A touching , small-scale story of family responsibility and care in the community .|44320.0|0.69444
3496|It 's not a motion picture ; it 's an utterly static picture .|224211.0|0.15278
5366|` If you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '|111410.0|0.70833
7537|In an effort , I suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .|146291.0|0.23611
2869|If you 're not totally weirded - out by the notion of cinema as community-therapy spectacle , Quitting hits home with disorienting force .|66281.0|0.44443999999999995
9535|An excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .|182407.0|0.25
7691|But its awkward structure keeps breaking the spell .|222781.0|0.43056000000000005
10673|The title , alone , should scare any sane person away .|188745.0|0.125
5481|A brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .|103446.0|0.69444
1525|It 's the perfect kind of film to see when you do n't want to use your brain .|224255.0|0.58333
7464|The twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .|149957.0|0.43056000000000005
6538|Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .|110881.0|0.38889
5912|Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .|108509.0|0.33333
2264|Enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .|65315.0|0.79167
5186|In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .|106706.0|0.58333
7115|If religious films are n't your bailiwick , stay away .|223922.0|0.26389
2762|Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...|67548.0|0.86111
3961|As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .|64078.0|0.76389
5936|The film can depress you about life itself .|109783.0|0.22221999999999997
7167|Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .|147256.0|0.31944
1689|Some movies blend together as they become distant memories .|225872.0|0.44443999999999995
8035|Lame , haphazard teen comedy .|147074.0|0.19444
9432|It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .|185263.0|0.18056
6055|Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .|104741.0|0.65278
6633|But the feelings evoked in the film are lukewarm and quick to pass .|222808.0|0.33333
2733|If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .|223911.0|0.8472200000000001
11421|Leaves viewers out in the cold and undermines some phenomenal performances .|185717.0|0.31944
4396|Perhaps the grossest movie ever made .|68180.0|0.097222
7044|This loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience .|150269.0|0.19444
10320|The sequel is everything the original was not : contrived , overblown and tie-in ready .|188666.0|0.54167
3914|Takes a simple premise and carries it to unexpected heights .|69135.0|0.8472200000000001
7014|The disjointed mess flows as naturally as Jolie 's hideous yellow ` do .|149309.0|0.125
5107|Weighty and ponderous but every bit as filling as the treat of the title .|110983.0|0.625
482|The movie is one of the best examples of artful Large Format filmmaking you are likely to see anytime soon .|26871.0|0.875
9961|There ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .|188861.0|0.41667
926|Is it a total success ?|25710.0|0.58333
7886|Every nanosecond of the The New Guy reminds you that you could be doing something else far more pleasurable .|223286.0|0.36111
4128|Argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock .|64043.0|0.72222
4539|Beneath the film 's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve .|104694.0|0.61111
7024|Judd 's characters ought to pick up the durable best seller Smart Women , Foolish Choices for advice .|146931.0|0.38889
10106|` Hey Arnold ! '|227364.0|0.5
6476|... a cheap , ludicrous attempt at serious horror .|103184.0|0.11110999999999999
11517|The abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste -- the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here .|187907.0|0.375
2940|Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .|64401.0|0.93056
4980|The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .|110124.0|0.75
11556|Worse than ` Silence of the Lambs ' better than ` Hannibal '|189839.0|0.54167
4123|A summer entertainment adults can see without feeling embarrassed , but it could have been more .|63445.0|0.75
10282|This is n't a terrible film by any means , but it 's also far from being a realized work .|189012.0|0.51389
3681|Sweetly sexy , funny and touching .|69087.0|0.80556
1720|The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .|226549.0|0.77778
2828|Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .|67880.0|0.61111
1828|A sensitive , moving , brilliantly constructed work .|44237.0|0.88889
3370|The movie is a trove of delights .|69738.0|0.88889
5894|Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .|104740.0|0.23611
8857|I tried to read the time on my watch .|146132.0|0.375
7123|To be oblivious to the existence of this film would be very sweet indeed .|150384.0|0.23611
9742|Go , girls , right down the reality drain .|184171.0|0.22221999999999997
5702|Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .|106216.0|0.23611
7105|A very depressing movie of many missed opportunities .|143414.0|0.16667
7703|The problem with this film is that it lacks focus .|226452.0|0.29167
11186|A movie that falls victim to frazzled wackiness and frayed satire .|181848.0|0.43056000000000005
10176|Bray is completely at sea ; with nothing but a Savage Garden music video on his resume , he has no clue about making a movie .|182900.0|0.11110999999999999
866|At times funny and at other times candidly revealing , it 's an intriguing look at two performers who put themselves out there because they love what they do .|24746.0|0.8333299999999999
10012|Cold , Sterile And Lacking Any Color Or Warmth .|183147.0|0.055555999999999994
9427|Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .|183471.0|0.44443999999999995
8004|He has not learnt that storytelling is what the movies are about .|223622.0|0.19444
7007|A bore that tends to hammer home every one of its points .|143013.0|0.20833000000000002
542|Almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .|24573.0|0.8333299999999999
3483|Highly recommended viewing for its courage , ideas , technical proficiency and great acting .|65988.0|0.9583299999999999
3974|Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .|63978.0|0.73611
5458|First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings .|223371.0|0.86111
7055|Two hours of junk .|150541.0|0.19444
3916|Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .|66817.0|0.69444
2331|Invigorating , surreal , and resonant with a rainbow of emotion .|66429.0|0.9166700000000001
827|A startling and fresh examination of how the bike still remains an ambiguous icon in Chinese society .|24472.0|0.69444
11538|Enigma is well-made , but it 's just too dry and too placid .|183680.0|0.375
8970|I weep for the future when a good portion of the respected critical community in this country consider Blue Crush to be an intelligent film about young women .|146145.0|0.31944
