sentence_index|sentence|phrase ids|sentiment values
331|But based on CQ , I 'll certainly be keeping an eye out for his next project .|18757.0|0.73611
333|High on melodrama .|223649.0|0.41667
335|Finally , a genre movie that delivers -- in a couple of genres , no less .|18871.0|0.79167
341|Hu and Liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .|18941.0|0.8333299999999999
343|Easier to respect than enthuse over , Andersson 's rigorous personal vision is not only distanced but distancing .|18844.0|0.45833
352|A remarkable 179-minute meditation on the nature of revolution .|18586.0|0.875
362|Attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .|18708.0|0.69444
365|Foster nails the role , giving a tight , focused performance illuminated by shards of feeling .|18876.0|0.66667
367|Is office work really as alienating as ` Bartleby ' so effectively makes it ?|18983.0|0.44443999999999995
370|Bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .|18731.0|0.52778
372|As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .|18702.0|0.77778
376|Is n't it great ?|18982.0|0.75
378|Over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance .|19165.0|0.58333
392|It 's a movie -- and an album -- you wo n't want to miss .|18987.0|0.88889
401|Romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .|19230.0|0.8333299999999999
409|George Clooney proves he 's quite a talented director and Sam Rockwell shows us he 's a world-class actor with Confessions of a Dangerous Mind .|18891.0|0.75
412|The people in Dogtown and Z-Boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .|19322.0|0.86111
417|A slick , skillful little horror film .|18590.0|0.72222
426|Lucas , take notes .|224665.0|0.54167
430|One Hour Photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .|19160.0|0.30556
440|Dark and disturbing , but also surprisingly funny .|18814.0|0.73611
450|... has freaky scenes where the crew wonder if they 're ghosts imagining themselves as alive .|221801.0|0.44443999999999995
458|A splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .|24468.0|0.81944
460|If the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .|25659.0|0.55556
467|The Sundance Film Festival has become so buzz-obsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing .|226173.0|0.55556
470|The story feels more like a serious read , filled with heavy doses of always enticing Sayles dialogue .|26911.0|0.61111
472|The crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us .|26780.0|0.55556
476|I complain all the time about seeing the same ideas repeated in films over and over again , but The Bourne Identity proves that a fresh take is always possible .|25620.0|0.81944
477|Recalls quiet freak-outs like L'Avventura and Repulsion .|26428.0|0.59722
491|it sounds sick and twisted , but the miracle of Shainberg 's film is that it truly is romance|33713.0|0.72222
492|Disturbing and brilliant documentary .|25139.0|0.875
494|One of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken .|26294.0|0.8472200000000001
500|Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .|25315.0|0.71875
507|The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .|26888.0|0.69444
509|A distant , even sterile , yet compulsively watchable look at the sordid life of Hogan 's Heroes star Bob Crane .|24333.0|0.61458
516|Maguire is a surprisingly effective Peter\/Spider-Man .|26026.0|0.75
517|Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .|26213.0|0.72222
527|Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .|25209.0|0.68056
529|There 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .|26941.0|0.88889
530|Few films this year have been as resolute in their emotional nakedness .|25300.0|0.88889
544|You wo n't believe much of it , but you will laugh at the audacity , at the who 's who casting and the sheer insanity of it all .|27306.0|0.51389
549|Too sincere to exploit its subjects and too honest to manipulate its audience .|27074.0|0.59722
556|A bowel-curdling , heart-stopping recipe for terror .|24277.0|0.76389
560|... both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '|24149.0|0.79167
564|Smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .|26601.0|0.8472200000000001
567|... a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway .|24131.0|0.33333
569|For the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .|25339.0|0.75
570|Majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .|26030.0|0.65278
574|In his debut as a film director , Denzel Washington delivers a lean and engaging work .|25679.0|0.875
582|As a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .|24715.0|0.26389
608|`` Antwone Fisher '' is an earnest , by-the-numbers effort by Washington .|227416.0|0.77778
621|While not as aggressively impressive as its American counterpart , `` In the Bedroom , '' Moretti 's film makes its own , quieter observations|227129.0|0.63889
623|Time Changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets|27058.0|0.73611
625|Haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you 're not sure if you should applaud or look into having him committed .|25509.0|0.44443999999999995
628|The drama is played out with such aching beauty and truth that it brings tears to your eyes .|26784.0|0.80556
630|An offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays .|24666.0|0.80556
634|... ambition is in short supply in the cinema , and Egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .|24133.0|0.63889
636|Like Dickens with his passages , McGrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .|25975.0|0.9027799999999999
660|An intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .|24654.0|0.77778
663|As blunt as it is in depicting child abuse , El Bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .|24723.0|0.66667
671|Claude Miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .|24999.0|0.66667
676|Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?|25152.0|0.13889
687|Not so much a movie as a picture book for the big screen .|225206.0|0.33333
693|Pray 's film works well and will appeal even to those who are n't too familiar with turntablism .|26383.0|0.77778
698|It risks seeming slow and pretentious , because it thinks the gamble is worth the promise .|25801.0|0.375
699|With youthful high spirits , Tautou remains captivating throughout Michele 's religious and romantic quests , and she is backed by a likable cast .|27244.0|0.75
700|It 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous Full Frontal .|25741.0|0.70833
704|Their computer-animated faces are very expressive .|226551.0|0.72222
705|The path Ice Age follows most closely , though , is the one established by Warner Bros. giant Chuck Jones , who died a matter of weeks before the movie 's release .|226410.0|0.54167
709|Though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .|27031.0|0.45833
711|Goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .|25443.0|0.8333299999999999
721|It 's fairly self-aware in its dumbness .|25747.0|0.31944
722|A triumph , relentless and beautiful in its downbeat darkness .|24497.0|0.94444
726|A work of astonishing delicacy and force .|24509.0|0.88889
734|What Jackson has accomplished here is amazing on a technical level .|27191.0|0.69444
737|A deliciously mordant , bitter black comedy .|24320.0|0.72222
740|The movie sticks much closer to Hornby 's drop-dead confessional tone than the film version of High Fidelity did .|26875.0|0.55556
745|Aside from being the funniest movie of the year , Simone , Andrew Niccol 's brilliant anti-Hollywood satire , has a wickedly eccentric enchantment to it .|24736.0|1.0
747|Just another fish-out-of-water story that barely stays afloat .|25880.0|0.19444
749|Much of it comes from the brave , uninhibited performances by its lead actors .|225056.0|0.8333299999999999
750|It 's the kind of pigeonhole-resisting romp that Hollywood too rarely provides .|25767.0|0.72222
756|If you 're not into the Pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .|223951.0|0.125
757|But fans should have fun meeting a brand-new Pokemon called Celebi .|222741.0|0.73611
759|Whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of Steve Irwin are priceless entertainment .|27216.0|0.875
762|The movie has lots of dancing and fabulous music .|226360.0|0.80556
763|There are slow and repetitive parts , but it has just enough spice to keep it interesting .|226588.0|0.61111
771|... one of the most ingenious and entertaining thrillers I 've seen in quite a long time .|24158.0|0.9722200000000001
772|A clever blend of fact and fiction .|24299.0|0.77778
773|A vivid cinematic portrait .|24500.0|0.69444
780|Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .|223573.0|0.76389
787|a compelling journey ... and `` His Best Friend Remembers '' is up there with the finest of specials .|227833.0|0.77778
793|So young , so smart , such talent , such a wise \*\*\* .|225842.0|0.80556
808|Nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives Hollywood .|26176.0|0.65278
823|... an inviting piece of film .|24135.0|0.81944
824|The film 's real appeal wo n't be to Clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers .|26799.0|0.70833
825|The fact that The Rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .|26793.0|0.8333299999999999
832|Cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .|24979.0|0.81944
834|Works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .|27271.0|0.77778
835|At its best , The Good Girl is a refreshingly adult take on adultery ...|24742.0|0.73611
847|Worth the effort to watch .|27276.0|0.79167
848|That rara avis : the intelligent romantic comedy with actual ideas on its mind .|26705.0|0.8472200000000001
854|You might not want to hang out with Samantha , but you 'll probably see a bit of yourself in her unfinished story .|27303.0|0.63889
857|Thoughtful , provocative and entertaining .|27038.0|0.88889
864|A psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .|24421.0|0.875
867|Westfeldt and Juergensen exude a chemistry and comfort level that 's both saucy and endearing .|27183.0|0.72222
868|Harsh , effective documentary on life in the Israeli-occupied Palestinian territories .|25483.0|0.70833
872|It 's absolutely spooky how Lillard channels the Shagster right down to the original Casey Kasem-furnished voice .|25738.0|0.77778
873|A dream cast of solid female talent who build a seamless ensemble .|221987.0|0.93056
884|It 's neither as romantic nor as thrilling as it should be .|25755.0|0.19444
888|Some movies are like a tasty hors-d'oeuvre ; this one is a feast .|26613.0|0.79167
889|What could have become just another cautionary fable is allowed to play out as a clever , charming tale -- as pleasantly in its own way as its self-dramatizing characters .|27198.0|0.79167
896|... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? ''|221789.0|0.16667
915|Dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement .|25069.0|0.9027799999999999
917|A resonant tale of racism , revenge and retribution .|24444.0|0.61111
921|Rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .|26410.0|0.86111
922|An elegant , exquisitely modulated psychological thriller .|24612.0|0.9722200000000001
925|It 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown Chelsea Hotel ...|25721.0|0.80556
927|No. .|225169.0|0.33333
932|The disarming cornball atmosphere has a way of infecting the entire crowd as the film rolls on .|26782.0|0.55556
936|The story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions .|26910.0|0.58333
939|This horror-comedy does n't go for the usual obvious laughs at the expense of cheap-looking monsters -- unless you count Elvira 's hooters .|26979.0|0.58333
941|Not a bad journey at all .|26210.0|0.73611
950|A wildly funny prison caper .|24507.0|0.8472200000000001
959|In Adobo , ethnicity is not just the spice , but at the heart of more universal concerns .|25675.0|0.65278
960|It is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .|25794.0|0.72222
961|... Blade II is more enjoyable than the original .|24114.0|0.9166700000000001
969|Finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original .|25308.0|0.80556
974|... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous , starring Piper Perabo in what could be her breakthrough role .|24125.0|0.8472200000000001
975|Dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .|25083.0|0.80556
979|Cuts right through the B.S. giving a big middle-fingered `` shut up '' to those who talk up what is nothing more than two guys beating the hell outta one another .|223039.0|0.56944
991|A worthwhile way to spend two hours .|24515.0|0.80556
998|An endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .|24617.0|0.80556
1004|The long-range appeal of `` Minority Report '' should transcend any awards it bags .|226323.0|0.73611
1016|A pleasurably jacked-up piece of action moviemaking .|24410.0|0.65278
1017|Nicolas Philibert observes life inside a one-room schoolhouse in northern France in his documentary To Be and to Have , easily one of the best films of the year .|26190.0|0.88889
1031|There has been much puzzlement among critics about what the election symbolizes .|26953.0|0.38889
1040|This is a terrific character study , a probe into the life of a complex man .|26985.0|0.81944
1044|The two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ...|26918.0|0.33333
1045|Cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .|24955.0|0.875
1047|So many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but Family Fundamentals displays a rare gift for unflinching impartiality .|26606.0|0.79167
1049|After making several adaptations of other writers ' work , Armenian-Canadian director Atom Egoyan broached an original treatment of a deeply personal subject .|24549.0|0.69444
1055|Nolan bravely treads where few American films dare to delve -- into the world of ambivalence and ambiguity ...|26208.0|0.75
1060|The movie is full of fine performances , led by Josef Bierbichler as Brecht and Monica Bleibtreu as Helene Weigel , his wife .|26866.0|0.8333299999999999
1064|But if it is indeed a duty of art to reflect life , than Leigh has created a masterful piece of artistry right here .|24909.0|0.9027799999999999
1068|Superior genre storytelling , which gets under our skin simply by crossing the nuclear line .|26674.0|0.68056
1071|Subversive , meditative , clinical and poetic , The Piano Teacher is a daring work of genius .|26664.0|0.72222
1073|Its gross-out gags and colorful set pieces ... are of course stultifyingly contrived and too stylized by half .|224411.0|0.38889
1079|Leave it to Rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .|25936.0|0.9166700000000001
1081|An extraordinary Swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that Bille August does best .|24632.0|0.58333
1094|To the film 's credit , the acting is fresh and unselfconscious , and Munch is a marvel of reality versus sappy sentiment .|27066.0|0.79167
1110|A comic gem with some serious sparkles .|24306.0|0.88889
1115|Although it 's a bit smug and repetitive , this documentary engages your brain in a way few current films do .|24579.0|0.63889
1118|No one goes unindicted here , which is probably for the best .|225163.0|0.51389
1123|Entertains by providing good , lively company .|25235.0|0.72222
1126|Nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative Nine Queens is lots of fun .|26237.0|0.69444
1127|Unlike the speedy wham-bam effect of most Hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of Italian for Beginners .|27112.0|0.81944
1135|What 's surprising about Full Frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .|27187.0|0.65278
1141|A deep and meaningful film .|24314.0|0.875
1151|The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time .|26842.0|0.56944
1165|A fast , funny , highly enjoyable movie .|24337.0|0.88889
1171|Although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs .|24583.0|0.55556
1175|Ultimately feels empty and unsatisfying , like swallowing a Communion wafer without the wine .|27101.0|0.11110999999999999
1176|Chilling , well-acted , and finely directed : David Jacobson 's Dahmer .|24972.0|0.69444
1177|A swashbuckling tale of love , betrayal , revenge and above all , faith .|24485.0|0.65278
1181|Makes even the claustrophobic on-board quarters seem fun .|26037.0|0.56944
1187|Against all odds in heaven and hell , it creeped me out just fine .|24552.0|0.75
1195|A compelling Spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .|24310.0|0.75
1197|may not have generated many sparks , but with his affection for Astoria and its people he has given his tale a warm glow .|34425.0|0.59722
1199|Exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran Bouquet and the chilling but quite human Berling .|25273.0|0.98611
1202|Leigh 's film is full of memorable performances from top to bottom .|25951.0|0.9583299999999999
1209|Not only are the special effects and narrative flow much improved , and Daniel Radcliffe more emotionally assertive this time around as Harry , but the film conjures the magic of author J.K. Rowling 's books .|225202.0|0.8333299999999999
1213|Crackerjack entertainment -- nonstop romance , music , suspense and action .|25036.0|1.0
1214|The acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales .|26753.0|0.9027799999999999
1220|Still , as a visual treat , the film is almost unsurpassed .|26649.0|0.81944
1230|84 minutes of rolling musical back beat and supercharged cartoon warfare .|221904.0|0.58333
1233|Seldahl 's Barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .|26551.0|0.66667
1234|A warm but realistic meditation on friendship , family and affection .|24505.0|0.8333299999999999
1237|Bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .|24856.0|0.69444
1238|People cinema at its finest .|26344.0|0.875
1244|LaPaglia 's ability to convey grief and hope works with Weaver 's sensitive reactions to make this a two-actor master class .|25920.0|0.79167
1248|The best film about baseball to hit theaters since Field of Dreams .|26766.0|0.8333299999999999
1251|If The Count of Monte Cristo does n't transform Caviezel into a movie star , then the game is even more rigged than it was two centuries ago .|25648.0|0.58333
1265|Montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .|26099.0|0.8472200000000001
1270|Reggio 's continual visual barrage is absorbing as well as thought-provoking .|26437.0|0.79167
1278|Kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth .|25901.0|0.73611
1285|It deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .|25776.0|0.76389
1296|Affleck and Jackson are good sparring partners .|24546.0|0.77778
1303|The best revenge may just be living well because this film , unlike other Dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .|26768.0|0.73611
1307|One of creepiest , scariest movies to come along in a long , long time , easily rivaling Blair Witch or The Others .|26292.0|0.66667
1308|Maud and Roland 's search for an unknowable past makes for a haunting literary detective story , but LaBute pulls off a neater trick in Possession : He makes language sexy .|26061.0|0.8333299999999999
1315|The movie is n't just hilarious : It 's witty and inventive , too , and in hindsight , it is n't even all that dumb .|26870.0|0.9027799999999999
1316|Old-form moviemaking at its best .|26275.0|0.88889
1325|For the most part , director Anne-Sophie Birot 's first feature is a sensitive , extraordinarily well-acted drama .|25341.0|0.8472200000000001
1330|For the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .|25342.0|0.93056
1331|It has the charm of the original American road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .|25782.0|0.77778
1340|This is it .|47369.0|0.45833
1364|It will not appeal to the impatient , but those who like long books and movies will admire the way it accumulates power and depth .|45841.0|0.47222
1366|`` The Ring '' is pretty much an English-language copy of the film that inspired it , and it carries the same strengths and flaws .|227627.0|0.47222
1373|Binoche makes it interesting trying to find out .|222625.0|0.81944
1380|Equilibrium is what George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949 .|45152.0|0.59722
1381|Creepy , authentic and dark .|44977.0|0.41667
1389|And I 've decided to leave a light on every night from now on .|222342.0|0.55556
1395|It is amusing , and that 's all it needs to be .|45813.0|0.9027799999999999
1396|Among the year 's most intriguing explorations of alientation .|44449.0|0.94444
1397|A full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution .|44083.0|0.77778
1403|Fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .|45315.0|0.625
1412|It proves quite compelling as an intense , brooding character study .|45828.0|0.79167
1414|Morton uses her face and her body language to bring us Morvern 's soul , even though the character is almost completely deadpan .|46226.0|0.70833
1417|One of the smartest takes on singles culture I 've seen in a long time .|46429.0|0.8333299999999999
1419|CQ 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best European directors .|44834.0|0.73611
1445|Writer\/director Mark Romanek spotlights the underlying caste system in America .|227234.0|0.58333
1446|It 's a scathing portrayal .|224131.0|0.45833
1447|This is a good script , good dialogue , funny even for adults .|226646.0|0.8333299999999999
1449|The film will play equally well on both the standard and giant screens .|47091.0|0.70833
1454|MacDowell , whose wifty Southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role .|46061.0|0.75
1459|Although the level of the comedy declines as the movie proceeds , there 's no denying the fun of watching De Niro and Crystal having fun .|44418.0|0.56944
1461|For movie lovers as well as opera lovers , Tosca is a real treat .|45283.0|0.8333299999999999
1464|Challenging , intermittently engrossing and unflaggingly creative .|44877.0|0.80556
1469|Charles ' entertaining film chronicles Seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic Adams ' attempts to get his shot at the big time .|44892.0|0.68056
1472|The volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-Hollywood that it seems positively French in its rhythms and resonance .|47292.0|0.73611
1479|... a good , if not entirely fresh , look at war .|43849.0|0.55556
1480|The film is powerful , accessible and funny .|47071.0|0.8333299999999999
1484|The primitive force of this film seems to bubble up from the vast collective memory of the combatants .|47219.0|0.72222
1488|It 's hard to imagine Alan Arkin being better than he is in this performance .|45736.0|0.79167
1490|Despite the 2-D animation , The Wild Thornberrys Movie makes for a surprisingly cinematic experience .|45056.0|0.68056
1494|I have no way of knowing exactly how much is exaggeration , but I 've got a creepy feeling that the film is closer to the mark than I want to believe .|45580.0|0.56944
1505|We learn a lot about dying coral and see a lot of life on the reef .|47571.0|0.56944
1509|Passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .|46482.0|0.25
